index,sentence,year,label,orig_index,pred,score,pred_0,pred_1,pred_2,source
392,"In May, there was a notable rebound in employment and decline in unemployment, and these developments are certainly welcome.",2020,1,380,1,0.9994097948074341,0,1,0,train
1111,"With regard to the consensus in favor of moving from an assessment of risks weighted toward rising inflation to one that was weighted toward economic weakness, with no intermediate issuance of a balanced risks assessment, some members observed that such a change was likely to be viewed as a relatively rapid shift by some observers.",2015,0,1050,0,0.9968850016593933,1,0,0,train
377,"If the public expects that inflation will remain low and stable over time, then, absent major shocks, it likely will.",2006,2,367,2,0.9979573488235474,0,0,1,train
690,"Since June, however, inflation fears have receded, and some financial-market participants have become less optimistic about the economy's near-term growth prospects.",2020,0,669,0,0.9983018636703491,1,0,0,train
1095,"While the absence of increasing price inflation was a welcome development, members were concerned that the break with historical patterns might not persist.",2006,1,1035,1,0.999441921710968,0,1,0,train
162,"Consumer spending was projected to increase at a rate generally in line with the anticipated rise in disposable income; the favorable effects on household wealth of the advance that had occurred in stock prices and the ample availability of credit for most borrowers were expected to balance the damping effects of continuing consumer concerns about the adequacy of their savings, the security of their jobs, and the extent of their debt burdens.",2014,2,158,2,0.9994799494743347,0,0,1,train
230,"Equity prices have recently increased considerably, pushing the forward price-earnings ratio further above its historical median (slide).",1997,0,226,0,0.9889928698539734,1,0,0,train
738,participants generally expected no more than moderate growth in consumer spending over the near term.,2007,2,698,2,0.9997126460075378,0,0,1,train
1067,"Total nonfarm payroll employment rose solidly in July and August, with strong gains in private-sector jobs and declines in government employment.",2013,2,1007,2,0.9861225485801697,0,0,1,train
25,"A second economic rationale that is often advanced for the development of cities and that seems applicable to the Sioux Falls experience is that of labor market pooling--the ability of an industry to take advantage of a labor force possessing a specific set of skills, thereby raising productivity compared with competing areas with a more dispersed set of skills.",2004,0,24,0,0.9401535987854004,1,0,0,train
302,"In addition, some policymakers observed that the timing and magnitude of future policy adjustments would ultimately be determined by the Committee's interpretation of the incoming data on the economy and prices rather than by its current expectation of those developments.",2015,2,288,2,0.9997912049293518,0,0,1,train
101,"As of this month, the maximum monthly reduction in the balance sheet will be nearly double the level of the previous cycle.10 Together, the increase in the policy rate and the reduction in the balance sheet should help bring demand into alignment with supply.",2022,1,100,1,0.999432384967804,0,1,0,train
823,"The shift in the stance of monetary policy that we undertook in 2019 was, I believe, well timed and has been providing support to the economy and helping to keep the U.S. outlook on track.",2017,2,800,2,0.9989916682243347,0,0,1,train
204,"Conversely, perhaps the transitory factors boosting productivity will recede more sharply than most observers anticipate, and the output gap will close more rapidly.",2020,2,202,2,0.9991581439971924,0,0,1,train
751,The September FOMC meeting was the first since the Committee approved in August our new Statement on Longer-Run Goals and Monetary Policy Strategy and adopted a new policy framework.3 The changes we made in our September FOMC statement bring our policy guidance in line with this new framework.,2006,2,729,2,0.9996373653411865,0,0,1,train
567,"More specifically, we observed financial-market developments over the period beginning fifteen minutes before and ending forty-five minutes after each policy decision became known to the public.4 The advantage of restricting the analysis to a short period spanning the Committee's decision is that the changes in yields or asset prices occurring within that narrow window are more likely to reflect the impact of the decision, as opposed to the arrival of other information about the economy.",2002,2,549,2,0.9998732805252075,0,0,1,train
943,Treasury yields rose sharply on its release as market participants traced out the report's presumed implications for monetary policy.,1997,1,914,1,0.9992257356643677,0,1,0,train
543,Members expected to maintain an accommodative stance of monetary policy until those outcomes were achieved.,2009,0,514,0,0.9961655139923096,1,0,0,train
241,Experienced loan officers who are well acquainted with their markets can channel funds into the loans that are most likely to create wealth and growth in the local economy.,1996,2,237,2,0.9994773268699646,0,0,1,train
157,year-over-year consumer inflation remained at a very low level.,2012,0,154,0,0.8024442791938782,1,0,0,train
947,"The pickup in demand had yet to materially narrow currently wide margins of idle labor and other resources, and these margins along with the uncertainties that still surrounded current forecasts of robust economic growth suggested that an accommodative monetary policy might remain desirable for a considerable period of time.",2012,0,895,0,0.9931595325469971,1,0,0,train
384,Implications for Monetary Policy The period from 1950 through the early 1980s provides two important lessons for managing the risks and uncertainties we face today.,2022,2,373,2,0.9998195767402649,0,0,1,train
613,"Of course, many other factors also influence inflation, and some of these provide other possible explanations for the recent changes in inflation dynamics.",2002,2,593,2,0.9996441602706909,0,0,1,train
874,This automatically pushes up domestic interest rates to support the currency.,2021,1,847,1,0.9038841724395752,0,1,0,train
